recommendation,score,tier,company,title,location,sites,posted,job_url,query_labels,reasons
apply_first,23,B,Aline,Engineering - Agentic AI Engineer (Junior),"Remote, US",indeed,2026-06-05,https://www.indeed.com/viewjob?jk=731dfd555cf56cb1,compliance ai engineer,"ai, compliance domain, evals, llm, modeling, rag, remote, workflow automation"
apply_first,23,A,Ally Financial,Principal - Software Engineer,"Detroit, MI, US",indeed,2026-06-12,https://www.indeed.com/viewjob?jk=231b952cd2e83d79,"document intelligence engineer, llm rag engineer, software engineer ai systems","compliance domain, document intelligence, evals, llm, modeling, performance, principal, rag, software, traceability, workflow automation"
apply_first,23,B,Chickasaw Nation Industries,AI Engineer,"Remote, US",indeed,2026-06-08,https://www.indeed.com/viewjob?jk=ce9889ce51319f1e,compliance ai engineer,"ai, compliance domain, evals, llm, modeling, rag, remote, workflow automation"
apply_first,23,A,General Motors (GM),Senior Software Engineer (.NET ),"Warren, MI, US",indeed,2026-06-08,https://www.indeed.com/viewjob?jk=a8fae101fea70214,llm rag engineer,"distributed, evals, llm, modeling, performance, rag, senior, software, traceability, workflow automation"
apply_first,23,A,Marco Technologies,AI Solutions - Agent Engineer,"Remote, US",indeed,2026-06-15,https://www.indeed.com/viewjob?jk=69d16d2622bc8bec,ai solutions engineer,"ai, distributed, llm, modeling, remote, solutions, traceability, workflow automation"
apply_first,23,A,savantys solutions,AI Engineer,"Remote, US",indeed,2026-06-16,https://www.indeed.com/viewjob?jk=161f2b67fee23393,llm rag engineer,"ai, evals, llm, modeling, performance, rag, remote"
apply_first,22,A,Towa Software,AI Solutions Engineer (Document Intelligence & Generative AI) - Remote Bilingual,"Mexico City, Mexico",linkedin,2026-06-10,https://www.linkedin.com/jobs/view/4426136782,document intelligence engineer,"ai, document intelligence, llm, remote, solutions"
apply_first,21,A,DataRobot,Senior AI Solutions Engineer,"Remote, US",indeed,2026-06-04,https://www.indeed.com/viewjob?jk=b0649df2d7483964,ai solutions engineer,"ai, compliance domain, llm, modeling, remote, senior, solutions, traceability, workflow automation"
apply_first,21,B,micro1,Software Engineer (Human Data Platforms),"Remote, US",indeed,2026-06-09,https://www.indeed.com/viewjob?jk=b904670da54f4354,software engineer ai systems,"document intelligence, evals, llm, modeling, performance, remote, software, workflow automation"
apply_first,21,B,Stylitics,"Senior AI Software Engineer, Labs","Remote, US",indeed,2026-06-09,https://www.indeed.com/viewjob?jk=6c836e974f885fa5,software engineer ai systems,"ai, distributed, graphics, llm, modeling, performance, remote, senior, software, workflow automation"
apply_first,20,A,Ford Motor Company,Software Engineer - Vehicle Connectivity & mobility (VC&M),"Dearborn, MI, US",indeed,2026-06-02,https://www.indeed.com/viewjob?jk=d0ee7590b8ddcee3,llm rag engineer,"concurrency, llm, modeling, rag, software, traceability, workflow automation"
apply_first,20,A,Jobgether,AI Solutions Engineer (Document Intelligence & Generative AI),,linkedin,2026-06-11,https://www.linkedin.com/jobs/view/4426186603,"ai solutions engineer, document intelligence engineer","ai, document intelligence, llm, solutions"
apply_first,20,A,Towa Software,AI Solutions Engineer (Document Intelligence & Generative AI) - Remoto Bilingüe,"Mexico City, Mexico",linkedin,2026-06-10,https://www.linkedin.com/jobs/view/4426055285,"ai solutions engineer, document intelligence engineer","ai, document intelligence, llm, solutions"
apply_first,19,A,micro1,"Member of Technical Staff, Legal Research","Remote, US",indeed,2026-06-12,https://www.indeed.com/viewjob?jk=92ff0634662cd99e,"ai workflow automation engineer, legal ai engineer","compliance domain, evals, llm, modeling, performance, remote, staff, workflow automation"
apply_first,19,B,Patch My PC,"Software Engineer, AI","Remote, US",indeed,2026-06-05,https://www.indeed.com/viewjob?jk=05fd2b9f3d1f55b1,software engineer ai systems,"ai, compliance domain, llm, performance, remote, software, workflow automation"
apply_first,18,C,Cotiviti,Senior Software Engineer (AI),"Remote, US",indeed,2026-06-04,https://www.indeed.com/viewjob?jk=bc5dc92fff82a2a4,software engineer workflow automation,"ai, compliance domain, distributed, modeling, performance, remote, senior, software, traceability, workflow automation"
apply_first,18,B,Fabric Health,Staff Software Engineer (Artificial Intelligence),"Remote, US",indeed,2026-06-05,https://www.indeed.com/viewjob?jk=cae7bbc4d5c0f8ea,software engineer ai systems,"ai, compliance domain, evals, llm, performance, remote, software, staff, workflow automation"
apply_first,18,B,KLA,Sr. AI/ML Engineer - Systems,"Ann Arbor, MI, US",indeed,2026-06-10,https://www.indeed.com/viewjob?jk=c2ea11c3a57a7712,software engineer ai systems,"ai, compliance domain, modeling, performance, rag, systems"
apply_first,18,B,Risepoint,Principal AI Engineer,"Remote, US",indeed,2026-06-15,https://www.indeed.com/viewjob?jk=600c894784be55f5,compliance ai engineer,"ai, compliance domain, concurrency, distributed, modeling, performance, principal, rag, remote, traceability"
