recommendation,score,tier,company,title,location,sites,posted,job_url,query_labels,reasons
apply_first,12,A,Crossing Hurdles,3D Simulation Engineer - O3DE | Remote,,linkedin,2026-05-26,https://www.linkedin.com/jobs/view/4418265933,simulation engineer,"remote, simulation"
apply_first,12,A,Crossing Hurdles,Aerospace Simulation Engineer | $19/hr Remote,,linkedin,2026-05-27,https://www.linkedin.com/jobs/view/4418561951,simulation engineer,"remote, simulation"
apply_first,12,A,Crossing Hurdles,Simulation Engineer | $61/hr Remote,"Florida, United States",linkedin,2026-05-22,https://www.linkedin.com/jobs/view/4417114427,simulation engineer,"remote, simulation"
apply_first,12,A,General Motors (GM),CAE- Brake Systems Integration Engineer,"Warren, MI, US",indeed,2026-05-29,https://www.indeed.com/viewjob?jk=2762ce5029e53a86,"modeling and simulation engineer, simulation engineer, simulation software engineer, systems software engineer","modeling, performance, simulation, systems"
apply_first,12,A,NVIDIA,System Software Engineer - Performance,"Hillsboro, OR",linkedin,2026-05-26,https://www.linkedin.com/jobs/view/4418226165,systems software engineer,"performance, software, systems"
apply_first,12,A,NVIDIA,System Software Engineer - Performance,"Boulder, CO",linkedin,2026-05-26,https://www.linkedin.com/jobs/view/4418224398,systems software engineer,"performance, software, systems"
apply_first,12,A,Optimal Inc.,Systems Engineer- Calibration,"Dearborn, MI, US",indeed,2026-05-27,https://www.indeed.com/viewjob?jk=9f6835b53aaac43d,"modeling and simulation engineer, simulation software engineer","modeling, performance, simulation, systems"
apply_first,12,A,Slingshot Aerospace,"Space Surveillance Engineer II, Software Engineering","Remote, US",indeed,2026-05-27,https://www.indeed.com/viewjob?jk=a7d20b4bbf27538c,"modeling and simulation engineer, simulation engineer, simulation software engineer","modeling, remote, simulation, software"
review,11,B,GovCIO,High Performance Computing (HPC) Engineer,,linkedin,2026-05-21,https://www.linkedin.com/jobs/view/4386940076,scientific computing engineer,"hpc, performance"
review,11,B,Inside Higher Ed,HPC Scientific Software Engineer (IT@JH Research Computing),"Baltimore, MD",linkedin,2026-05-28,https://www.linkedin.com/jobs/view/4419998412,scientific computing engineer,"hpc, scientific, software"
review,10,A,Berkshire Grey,Principal Modeling and Simulation Engineer (Industrial Automation),,linkedin,2026-05-20,https://www.linkedin.com/jobs/view/4404357878,modeling and simulation engineer,"modeling, principal, simulation"
review,10,B,CLANDICA,Scientific Computing Platform Engineer / Software Engineer,"Remote, US",indeed,2026-05-22,https://www.indeed.com/viewjob?jk=f0bedd4c72317aa5,"hpc software engineer, scientific computing engineer","hpc, remote, scientific, software"
review,10,A,DataAnnotation,Software Developer,"Michigan, United States",linkedin,2026-05-16,https://www.linkedin.com/jobs/view/4304443904,simulation software engineer,"developer, michigan, software"
review,10,A,Deccan AI Experts,Robotics Simulation Engineer (Freelancer),,linkedin,2026-05-18,https://www.linkedin.com/jobs/view/4416206316,simulation engineer,simulation
review,10,A,Dematic,Simulation Engineer,"Grand Rapids, MI",linkedin,2026-05-21,https://www.linkedin.com/jobs/view/4406091722,modeling and simulation engineer,simulation
review,10,A,General Motors,Lap Time Simulation Engineer,"Milford, MI",linkedin,2026-05-21,https://www.linkedin.com/jobs/view/4418007902,simulation engineer,simulation
review,10,A,JR Automation,Simulation Engineer,"Lake Orion, MI",linkedin,2026-05-19,https://www.linkedin.com/jobs/view/4407542312,"modeling and simulation engineer, simulation engineer",simulation
review,10,A,Netflix,Distributed Systems Engineer (L5) - Managed Compute,,linkedin,2026-05-27,https://www.linkedin.com/jobs/view/4399578555,systems software engineer,"distributed, systems"
review,10,A,SoftServe,Junior Robotics Engineer (Modelling & Simulation),,linkedin,2026-05-28,https://www.linkedin.com/jobs/view/4419063308,simulation engineer,simulation
review,10,A,Stellantis,Simulation Engineer,"Auburn Hills, MI",linkedin,2026-05-22,https://www.linkedin.com/jobs/view/4418075127,simulation engineer,simulation
